Name,Protein,Carbs,Fat,Fiber,Sugar,Water,Sodium,Calcium,Iron,Potassium,Cholesterol,Calories
Imitation cheese,25.0,1.0,32.0,0.0,1.0,38.0,670,705,0.7,55,15,392.0
Industrial oil as ingredient in food,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.04,0,0,900.0
"Infant formula, NFS",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, NS as to form (Enfamil A.R.)",1.6,7.43,3.24,0.0,7.25,87.26,29,53,1.18,70,0,65.28
"Infant formula, NS as to form (Enfamil EnfaCare)",2.0,7.4,3.8,0.0,7.4,86.0,25,86,1.28,75,1,71.8
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",1.7,6.87,3.43,0.0,6.87,87.3,30,131,1.31,86,0,65.15
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",2.07,7.4,2.77,0.0,7.4,87.05,26,125,1.25,75,0,62.81
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",1.72,7.4,3.55,0.0,7.0,87.1,31,82,1.19,86,1,68.43
"Infant formula, NS as to form (Enfamil Gentlease)",1.53,7.25,3.49,0.0,7.25,87.31,27,57,1.2,72,0,66.53
"Infant formula, NS as to form (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,21,53,1.19,71,0,66.53
"Infant formula, NS as to form (Enfamil Newborn)",1.38,7.39,3.48,0.0,7.39,87.78,18,51,1.18,71,0,66.4
"Infant formula, NS as to form (Enfamil Nutramigen)",1.8,6.6,3.36,0.0,6.6,87.41,33,63,1.15,71,0,63.84
"Infant formula, NS as to form (Enfamil Pregestimil)",1.81,6.83,3.62,0.0,6.6,87.23,35,78,1.22,71,0,67.14
"Infant formula, NS as to form (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,26,71,1.23,78,0,65.33
"Infant formula, NS as to form (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, NS as to form (Gerber Good Start Protect)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, NS as to form (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,30,71,1.18,76,1,65.75
"Infant formula, NS as to form (Gerber Graduates Gentle)",1.41,7.46,3.28,0.0,7.46,87.17,21,125,1.28,69,0,65.0
"Infant formula, NS as to form (Gerber Graduates Protect)",1.41,7.46,3.28,0.0,7.46,87.17,21,125,1.28,69,0,65.0
"Infant formula, NS as to form (Gerber Graduates Soy)",1.84,7.15,3.28,0.0,7.14,87.68,26,125,1.31,76,0,65.48
"Infant formula, NS as to form (PediaSure)",2.86,11.15,4.77,0.0,10.5,80.47,36,93,1.34,125,2,98.97
"Infant formula, NS as to form (PurAmino)",1.81,6.6,3.36,0.0,6.6,87.49,33,63,1.16,71,0,63.88
"Infant formula, NS as to form (Similac Advance Organic)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, NS as to form (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, NS as to form (Similac Expert Care Alimentum)",1.8,6.77,3.63,0.0,4.4,87.32,29,69,1.18,77,1,66.95
"Infant formula, NS as to form (Similac Expert Care NeoSure)",2.01,7.22,3.95,0.0,7.26,86.27,27,78,1.29,102,2,72.47
"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",1.76,6.67,3.6,0.7,6.66,87.78,29,69,1.18,71,0,66.12
"Infant formula, NS as to form (Similac Go and Grow)",1.98,6.73,3.56,0.0,6.73,87.28,23,131,1.31,99,0,66.88
"Infant formula, NS as to form (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,32,70,1.16,70,0,65.01
"Infant formula, NS as to form (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,23,57,1.17,70,2,65.33
"Infant formula, NS as to form (Similac for Spit-Up)",1.38,6.9,3.48,0.0,6.9,87.73,23,57,1.17,69,0,64.44
"Infant formula, NS as to form (Store Brand Soy)",1.6,6.79,3.51,0.0,6.76,87.55,29,71,1.2,74,0,65.15
"Infant formula, NS as to form (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,18,50,1.19,71,0,66.53
"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,22,69,1.23,78,0,65.33
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,18,45,1.01,72,0,66.41
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,26,69,1.18,76,1,65.75
"Infant formula, liquid concentrate, made with baby water (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,16,51,1.19,69,2,65.54
"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,28,68,1.16,70,0,65.01
"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,20,55,1.17,70,2,65.33
"Infant formula, liquid concentrate, made with baby water (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,17,51,1.19,70,1,66.04
"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.35,20,59,1.19,71,0,66.53
"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.49,24,77,1.23,78,0,65.33
"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.18,20,54,1.01,72,0,66.41
"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.24,28,77,1.18,76,1,65.75
"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.71,18,60,1.19,69,2,65.54
"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.74,30,77,1.16,70,0,65.01
"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.7,22,63,1.17,70,2,65.33
"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.53,19,60,1.19,70,1,66.04
"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,21,53,1.19,71,0,66.53
"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,26,71,1.23,78,0,65.33
"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,30,71,1.18,76,1,65.75
"Infant formula, liquid concentrate, made with tap water (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,32,70,1.16,70,0,65.01
"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,23,57,1.17,70,2,65.33
"Infant formula, liquid concentrate, made with tap water (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,21,53,1.19,71,0,66.53
"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",1.8,6.6,3.36,0.0,6.6,87.41,33,63,1.15,71,0,63.84
"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,26,71,1.23,78,0,65.33
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,30,71,1.18,76,1,65.75
"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,32,70,1.16,70,0,65.01
"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,23,57,1.17,70,2,65.33
"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",1.6,6.79,3.51,0.0,6.76,87.55,29,71,1.2,74,0,65.15
"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, powder, made with baby water (Enfamil A.R.)",1.6,7.43,3.24,0.0,7.25,87.26,26,50,1.18,70,0,65.28
"Infant formula, powder, made with baby water (Enfamil EnfaCare)",2.0,7.4,3.8,0.0,7.4,86.0,25,86,1.28,75,1,71.8
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",1.7,6.87,3.43,0.0,6.87,87.3,26,128,1.31,86,0,65.15
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",1.72,7.4,3.55,0.0,7.0,87.1,28,79,1.19,86,1,68.43
"Infant formula, powder, made with baby water (Enfamil Gentlease)",1.53,7.25,3.49,0.0,7.25,87.31,24,54,1.2,72,0,66.53
"Infant formula, powder, made with baby water (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,18,50,1.19,71,0,66.53
"Infant formula, powder, made with baby water (Enfamil Newborn)",1.38,7.39,3.48,0.0,7.39,87.78,18,51,1.18,71,0,66.4
"Infant formula, powder, made with baby water (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,22,69,1.23,78,0,65.33
"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,18,45,1.01,72,0,66.41
"Infant formula, powder, made with baby water (Gerber Good Start Protect)",1.48,7.45,3.41,0.0,7.45,87.1,18,45,1.01,72,0,66.41
"Infant formula, powder, made with baby water (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,26,69,1.18,76,1,65.75
"Infant formula, powder, made with baby water (Similac Advance Organic)",1.37,6.87,3.62,0.0,6.87,87.64,16,51,1.19,69,2,65.54
"Infant formula, powder, made with baby water (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,16,51,1.19,69,2,65.54
"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",1.8,6.77,3.63,0.0,4.4,87.32,29,69,1.18,77,1,66.95
"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",2.01,7.22,3.95,0.0,7.26,86.27,24,75,1.29,102,2,72.47
"Infant formula, powder, made with baby water (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,28,68,1.16,70,0,65.01
"Infant formula, powder, made with baby water (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,20,55,1.17,70,2,65.33
"Infant formula, powder, made with baby water (Store Brand Soy)",1.6,6.79,3.51,0.0,6.76,87.55,25,68,1.2,74,0,65.15
"Infant formula, powder, made with baby water (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,17,51,1.19,70,1,66.04
"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",1.6,7.43,3.24,0.0,7.25,87.33,28,59,1.18,70,0,65.28
"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",2.0,7.4,3.8,0.0,7.4,86.0,25,86,1.28,75,1,71.8
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",1.7,6.87,3.43,0.0,6.87,87.37,28,137,1.31,86,0,65.15
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",1.72,7.4,3.55,0.0,7.0,87.17,29,88,1.19,86,1,68.43
"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",1.53,7.25,3.49,0.0,7.25,87.38,26,63,1.2,72,0,66.53
"Infant formula, powder, made with plain bottled water (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.35,20,59,1.19,71,0,66.53
"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",1.38,7.39,3.48,0.0,7.39,87.78,18,51,1.18,71,0,66.4
"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.49,24,77,1.23,78,0,65.33
"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.18,20,54,1.01,72,0,66.41
"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",1.48,7.45,3.41,0.0,7.45,87.18,20,54,1.01,72,0,66.41
"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.24,28,77,1.18,76,1,65.75
"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",1.37,6.87,3.62,0.0,6.87,87.71,18,60,1.19,69,2,65.54
"Infant formula, powder, made with plain bottled water (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.71,18,60,1.19,69,2,65.54
"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",1.8,6.77,3.63,0.0,4.4,87.32,29,69,1.18,77,1,66.95
"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",2.01,7.22,3.95,0.0,7.26,86.34,25,84,1.29,102,2,72.47
"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.74,30,77,1.16,70,0,65.01
"Infant formula, powder, made with plain bottled water (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.7,22,63,1.17,70,2,65.33
"Infant formula, powder, made with plain bottled water (Store Brand Soy)",1.6,6.79,3.51,0.0,6.76,87.62,27,77,1.2,74,0,65.15
"Infant formula, powder, made with plain bottled water (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.53,19,60,1.19,70,1,66.04
"Infant formula, powder, made with tap water (Enfamil A.R.)",1.6,7.43,3.24,0.0,7.25,87.26,29,53,1.18,70,0,65.28
"Infant formula, powder, made with tap water (Enfamil EnfaCare)",2.0,7.4,3.8,0.0,7.4,86.0,25,86,1.28,75,1,71.8
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",1.7,6.87,3.43,0.0,6.87,87.3,30,131,1.31,86,0,65.15
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",1.72,7.4,3.55,0.0,7.0,87.1,31,82,1.19,86,1,68.43
"Infant formula, powder, made with tap water (Enfamil Gentlease)",1.53,7.25,3.49,0.0,7.25,87.31,27,57,1.2,72,0,66.53
"Infant formula, powder, made with tap water (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,21,53,1.19,71,0,66.53
"Infant formula, powder, made with tap water (Enfamil Newborn)",1.38,7.39,3.48,0.0,7.39,87.78,18,51,1.18,71,0,66.4
"Infant formula, powder, made with tap water (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,26,71,1.23,78,0,65.33
"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, powder, made with tap water (Gerber Good Start Protect)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, powder, made with tap water (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,30,71,1.18,76,1,65.75
"Infant formula, powder, made with tap water (Similac Advance Organic)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, powder, made with tap water (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",1.8,6.77,3.63,0.0,4.4,87.32,29,69,1.18,77,1,66.95
"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",2.01,7.22,3.95,0.0,7.26,86.27,27,78,1.29,102,2,72.47
"Infant formula, powder, made with tap water (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,32,70,1.16,70,0,65.01
"Infant formula, powder, made with tap water (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,23,57,1.17,70,2,65.33
"Infant formula, powder, made with tap water (Store Brand Soy)",1.6,6.79,3.51,0.0,6.76,87.55,29,71,1.2,74,0,65.15
"Infant formula, powder, made with tap water (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, powder, made with water, NFS (Enfamil A.R.)",1.6,7.43,3.24,0.0,7.25,87.26,29,53,1.18,70,0,65.28
"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",2.0,7.4,3.8,0.0,7.4,86.0,25,86,1.28,75,1,71.8
"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",1.7,6.87,3.43,0.0,6.87,87.3,30,131,1.31,86,0,65.15
"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",2.07,7.4,2.77,0.0,7.4,87.05,26,125,1.25,75,0,62.81
"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",3.03,13.06,6.27,0.0,12.36,77.31,52,142,2.1,152,2,120.79
"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",1.53,7.25,3.49,0.0,7.25,87.31,27,57,1.2,72,0,66.53
"Infant formula, powder, made with water, NFS (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,21,53,1.19,71,0,66.53
"Infant formula, powder, made with water, NFS (Enfamil Newborn)",1.38,7.39,3.48,0.0,7.39,87.78,18,51,1.18,71,0,66.4
"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",1.8,6.6,3.36,0.0,6.6,87.41,33,63,1.15,71,0,63.84
"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",1.81,6.83,3.62,0.0,6.6,87.23,35,78,1.22,71,0,67.14
"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,26,71,1.23,78,0,65.33
"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,30,71,1.18,76,1,65.75
"Infant formula, powder, made with water, NFS (PurAmino)",1.81,6.6,3.36,0.0,6.6,87.49,33,63,1.16,71,0,63.88
"Infant formula, powder, made with water, NFS (Similac Advance Organic)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, powder, made with water, NFS (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",1.8,6.77,3.63,0.0,4.4,87.32,29,69,1.18,77,1,66.95
"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",2.01,7.22,3.95,0.0,7.26,86.27,27,78,1.29,102,2,72.47
"Infant formula, powder, made with water, NFS (Similac Go and Grow)",1.98,6.73,3.56,0.0,6.73,87.28,23,131,1.31,99,0,66.88
"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,32,70,1.16,70,0,65.01
"Infant formula, powder, made with water, NFS (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,23,57,1.17,70,2,65.33
"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",1.38,6.9,3.48,0.0,6.9,87.73,23,57,1.17,69,0,64.44
"Infant formula, powder, made with water, NFS (Store Brand Soy)",1.6,6.79,3.51,0.0,6.76,87.55,29,71,1.2,74,0,65.15
"Infant formula, powder, made with water, NFS (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, ready-to-feed (Enfamil A.R.)",1.6,7.43,3.24,0.0,7.25,87.26,29,53,1.18,70,0,65.28
"Infant formula, ready-to-feed (Enfamil EnfaCare)",2.0,7.4,3.8,0.0,7.4,86.0,25,86,1.28,75,1,71.8
"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",1.72,7.4,3.55,0.0,7.0,87.1,31,82,1.19,86,1,68.43
"Infant formula, ready-to-feed (Enfamil Gentlease)",1.53,7.25,3.49,0.0,7.25,87.31,27,57,1.2,72,0,66.53
"Infant formula, ready-to-feed (Enfamil Infant)",1.4,7.38,3.49,0.0,7.38,87.28,21,53,1.19,71,0,66.53
"Infant formula, ready-to-feed (Enfamil Newborn)",1.38,7.39,3.48,0.0,7.39,87.78,18,51,1.18,71,0,66.4
"Infant formula, ready-to-feed (Enfamil Nutramigen)",1.8,6.6,3.36,0.0,6.6,87.41,33,63,1.15,71,0,63.84
"Infant formula, ready-to-feed (Enfamil Pregestimil)",1.81,6.83,3.62,0.0,6.6,87.23,35,78,1.22,71,0,67.14
"Infant formula, ready-to-feed (Enfamil ProSobee)",1.62,6.86,3.49,0.0,6.86,87.42,26,71,1.23,78,0,65.33
"Infant formula, ready-to-feed (Gerber Good Start Gentle)",1.48,7.45,3.41,0.0,7.45,87.1,22,47,1.01,72,0,66.41
"Infant formula, ready-to-feed (Gerber Good Start Soy)",1.63,7.27,3.35,0.0,5.8,87.17,30,71,1.18,76,1,65.75
"Infant formula, ready-to-feed (PediaSure)",2.86,11.15,4.77,0.0,10.5,80.47,36,93,1.34,125,2,98.97
"Infant formula, ready-to-feed (Similac Advance Organic)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, ready-to-feed (Similac Advance)",1.37,6.87,3.62,0.0,6.87,87.64,19,54,1.19,69,2,65.54
"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",1.8,6.77,3.63,0.0,4.4,87.32,29,69,1.18,77,1,66.95
"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",2.01,7.22,3.95,0.0,7.26,86.27,27,78,1.29,102,2,72.47
"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",1.76,6.67,3.6,0.7,6.66,87.78,29,69,1.18,71,0,66.12
"Infant formula, ready-to-feed (Similac Isomil Soy)",1.58,6.73,3.53,0.0,6.65,87.67,32,70,1.16,70,0,65.01
"Infant formula, ready-to-feed (Similac Sensitive)",1.4,6.99,3.53,0.0,6.99,87.63,23,57,1.17,70,2,65.33
"Infant formula, ready-to-feed (Similac for Spit-Up)",1.38,6.9,3.48,0.0,6.9,87.73,23,57,1.17,69,0,64.44
"Infant formula, ready-to-feed (Store Brand)",1.38,7.12,3.56,0.0,7.12,87.46,20,54,1.19,70,1,66.04
"Infant formula, ready-to-feed (Store brand Soy)",1.6,6.79,3.51,0.0,6.76,87.55,29,71,1.2,74,0,65.15
"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",1.97,7.21,3.34,0.0,7.23,87.5,38,108,0.33,64,0,66.78
"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",1.97,7.21,3.34,0.0,7.2,87.78,38,108,1.18,64,0,66.78
"Infant formula, with fiber, NS as to form (PediaSure Fiber)",2.8,11.28,4.7,0.5,7.6,80.47,36,92,1.32,124,2,98.62
"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",2.8,11.28,4.7,0.5,7.6,80.47,36,92,1.32,124,2,98.62
"Injera, Ethiopian bread",3.48,18.29,0.84,2.7,1.03,76.04,229,13,1.03,152,0,94.64
"Instant soup, noodle",1.03,4.17,0.44,0.2,0.13,93.54,215,6,0.16,20,5,24.76
"Instant soup, noodle with egg, shrimp or chicken",1.55,9.17,2.68,0.4,0.3,85.69,286,6,0.62,28,0,67.0
Irish Coffee,0.27,2.03,2.41,0.0,2.04,86.63,3,6,0.02,39,7,30.89
Italian Ice,0.4,32.6,0.0,0.0,32.6,66.9,22,2,0.16,3,0,132.0
"Italian Ice, no sugar added",0.0,5.92,0.0,0.0,1.52,94.03,10,0,0.67,11,0,23.68
Italian Wedding Soup,4.86,6.53,2.68,0.8,1.53,84.59,389,38,0.72,133,16,69.68
"Italian dressing, fat free",0.97,8.75,0.87,0.6,8.85,85.95,1129,30,0.4,102,2,46.71
"Italian dressing, light",0.39,9.99,6.68,0.0,9.16,80.11,891,15,0.25,90,0,101.64
"Italian dressing, made with vinegar and oil",0.41,12.12,21.12,0.0,10.77,63.4,993,13,0.26,84,0,240.2
Italian sausage,18.2,2.15,26.2,0.0,1.46,50.9,766,12,1.29,310,80,317.2
Jagerbomb,0.34,18.07,0.08,0.0,18.07,73.99,30,4,0.06,2,0,74.36
"Jai, Monk's Food",4.15,8.45,1.86,1.4,1.37,84.88,14,54,0.86,179,0,67.14
"Jam, preserve, all flavors",0.37,68.86,0.07,1.1,48.5,30.47,32,20,0.49,77,0,277.55
"Jam, preserve, marmalade, reduced sugar, all flavors",0.0,37.6,0.1,1.5,29.41,62.0,0,0,0.0,59,0,151.3
"Jam, preserve, marmalade, sugar free, all flavors",0.55,29.6,0.0,2.2,3.39,69.53,3,31,0.15,96,0,120.6
"Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors",0.0,52.93,0.0,0.9,42.0,46.84,0,11,0.34,65,0,211.72
Jambalaya with meat and rice,13.77,8.64,7.97,0.7,0.94,68.27,379,24,1.12,241,58,161.37
